word,Information
15,"[['00858', 2, [92, 103]], ['00358', 1, [38]], ['00144', 2, [36, 105]], ['00458', 1, [21]], ['00331', 1, [33]], ['00405', 1, [22]], ['01197', 1, [74]], ['00606', 2, [49, 134]], ['00011', 2, [17, 38]], ['01003', 4, [82, 98, 164, 171]], ['00499', 1, [36]], ['00951', 1, [128]], ['00680', 1, [19]], ['00102', 1, [74]], ['01051', 3, [35, 36, 72]], ['00253', 1, [86]], ['00841', 1, [56]], ['00753', 1, [101]], ['00535', 1, [101]], ['00181', 1, [61]], ['00521', 2, [166, 169]], ['00422', 1, [12]], ['00506', 2, [68, 80]], ['00387', 1, [18]], ['00675', 1, [69]], ['00185', 1, [77]], ['00372', 1, [91]], ['00998', 1, [50]], ['01171', 1, [66]], ['01224', 1, [60]], ['01188', 2, [51, 81]], ['00526', 1, [29]], ['00771', 2, [22, 29]], ['00193', 1, [42]], ['00275', 1, [53]], ['01226', 1, [19]], ['00815', 1, [29]], ['00978', 1, [27]], ['01228', 1, [19]], ['00107', 1, [22]], ['00643', 1, [64]], ['01045', 1, [51]], ['00163', 1, [42]], ['01014', 1, [14]], ['00611', 1, [79]], ['01067', 2, [90, 95]], ['00813', 1, [34]], ['01169', 1, [34]], ['00706', 1, [45]], ['00065', 3, [82, 85, 104]], ['00915', 1, [27]], ['01006', 2, [36, 137]], ['00345', 1, [120]], ['00982', 1, [66]], ['00333', 1, [52]], ['00335', 1, [23]], ['01048', 1, [9]], ['00424', 1, [31]], ['00266', 1, [58]], ['00714', 1, [154]]]"
150,"[['00285', 1, [17]], ['01101', 1, [38]], ['01091', 1, [118]], ['01051', 1, [51]]]"
15000,"[['00536', 2, [45, 74]]]"
150000,"[['00749', 1, [79]]]"
151,"[['00303', 1, [72]]]"
1519,"[['01197', 1, [62]]]"
152,"[['00714', 1, [155]]]"
1525,"[['00953', 1, [67]]]"
153,"[['01091', 2, [140, 163]], ['00457', 1, [22]]]"
1533,"[['00533', 1, [58]]]"
154,"[['00677', 1, [17]]]"
157,"[['00956', 1, [151]]]"
15764,"[['00430', 1, [6]]]"
158,"[['00506', 1, [56]], ['00424', 1, [88]]]"
1585,"[['00874', 1, [42]]]"
159,"[['00984', 1, [27]], ['01205', 1, [20]]]"
15keto13,"[['00803', 1, [145]]]"
15yearold,"[['00267', 1, [20]]]"
15yr,"[['00907', 1, [17]]]"
16,"[['00248', 1, [53]], ['01084', 1, [23]], ['00466', 1, [15]], ['01239', 1, [20]], ['00013', 1, [20]], ['00228', 2, [55, 60]], ['00375', 1, [154]], ['00285', 1, [29]], ['01217', 1, [12]], ['01003', 2, [159, 181]], ['00204', 1, [8]], ['00892', 1, [71]], ['00393', 1, [74]], ['00686', 2, [12, 51]], ['00068', 1, [11]], ['00402', 1, [14]], ['00273', 1, [11]], ['00303', 1, [101]], ['01071', 1, [33]], ['01135', 1, [16]], ['00242', 1, [30]], ['00244', 1, [45]], ['00147', 1, [40]], ['00816', 2, [18, 29]], ['00599', 2, [9, 13]], ['00235', 1, [64]], ['00048', 1, [25]], ['00578', 1, [19]], ['01000', 1, [107]], ['00001', 2, [13, 41]], ['00848', 1, [65]], ['00123', 1, [21]], ['00815', 1, [38]], ['00978', 1, [31]], ['01147', 1, [51]], ['01112', 1, [110]], ['01169', 1, [38]], ['00473', 1, [86]], ['00065', 1, [109]], ['00983', 2, [49, 88]], ['00812', 1, [85]], ['01035', 1, [11]], ['00699', 1, [22]], ['00415', 1, [46]], ['00655', 1, [87]], ['01121', 1, [171]], ['00751', 1, [16]], ['00956', 1, [235]], ['00175', 1, [42]], ['00522', 2, [10, 89]], ['00803', 1, [117]], ['00232', 1, [17]], ['00714', 1, [128]]]"
160,"[['00912', 2, [6, 41]], ['00137', 1, [115]], ['00983', 1, [90]]]"
1614,"[['00865', 1, [19]]]"
162,"[['01075', 1, [16]]]"
16224,"[['00600', 1, [30]]]"
163,"[['00725', 1, [54]], ['00607', 1, [142]], ['00284', 1, [22]], ['01046', 1, [17]]]"
1642,"[['00307', 1, [12]]]"
165,"[['00404', 1, [19]], ['00742', 1, [84]]]"
1651,"[['00179', 1, [24]]]"
16577,"[['00439', 1, [4]]]"
166,"[['00677', 2, [84, 109]], ['00660', 1, [177]], ['00742', 1, [115]], ['01070', 1, [79]]]"
167,"[['00147', 1, [32]], ['00679', 1, [37]], ['00232', 1, [44]]]"
168,"[['00023', 1, [31]], ['00528', 1, [52]]]"
1683,"[['00486', 1, [34]]]"
169,"[['00177', 1, [46]], ['00416', 1, [52]]]"
16993,"[['01222', 1, [49]]]"
16wkold,"[['01204', 1, [93]]]"
16yearold,"[['00727', 1, [5]]]"
17,"[['00458', 1, [28]], ['00148', 1, [10]], ['00331', 1, [14]], ['00910', 2, [11, 31]], ['00462', 1, [16]], ['00725', 2, [80, 93]], ['00008', 1, [47]], ['00075', 1, [8]], ['00704', 1, [33]], ['00105', 1, [62]], ['00089', 1, [19]], ['00951', 1, [106]], ['00660', 1, [133]], ['00585', 1, [14]], ['00753', 1, [86]], ['00303', 1, [73]], ['01000', 1, [174]], ['00840', 1, [44]], ['00193', 2, [12, 61]], ['01226', 1, [24]], ['01147', 1, [44]], ['00598', 1, [47]], ['00754', 1, [35]], ['01014', 1, [108]], ['00742', 1, [133]], ['00992', 1, [25]], ['01112', 2, [19, 111]], ['00473', 1, [6]], ['00155', 1, [14]], ['01150', 1, [10]], ['00459', 1, [34]], ['01046', 1, [59]], ['00830', 1, [49]], ['00956', 2, [131, 223]], ['00522', 1, [162]], ['00093', 1, [17]], ['00377', 1, [69]], ['00550', 1, [24]], ['00369', 1, [29]], ['00556', 1, [10]], ['00714', 1, [106]], ['00355', 1, [50]]]"
170,"[['01197', 1, [27]]]"
1700,"[['00522', 1, [62]]]"
17000,"[['00898', 2, [43, 60]], ['00871', 1, [41]]]"
17033,"[['00013', 1, [33]]]"
171,"[['00514', 1, [23]], ['00956', 1, [226]]]"
1712yearold,"[['00759', 1, [10]]]"
172,"[['00528', 1, [57]]]"
1725,"[['01120', 1, [227]]]"
173,"[['01101', 1, [53]], ['00680', 2, [49, 56]], ['01091', 1, [109]], ['00260', 2, [12, 54]]]"
175,"[['01221', 1, [55]], ['00375', 1, [43]], ['01046', 1, [20]]]"
176,"[['00248', 1, [37]], ['01014', 1, [89]]]"
177,"[['00621', 1, [56]], ['00815', 1, [75]], ['00874', 1, [54]], ['00901', 1, [22]]]"
178,"[['00752', 1, [9]]]"
1780,"[['00874', 1, [52]]]"
179,"[['00306', 1, [87]]]"
17991,"[['00441', 1, [6]]]"
17beta,"[['00973', 1, [26]]]"
18,"[['00858', 1, [56]], ['00317', 1, [36]], ['00144', 1, [99]], ['00963', 2, [38, 43]], ['01110', 1, [43]], ['01119', 1, [31]], ['00466', 1, [18]], ['00375', 1, [54]], ['00677', 4, [76, 79, 87, 96]], ['00725', 2, [29, 127]], ['00529', 1, [11]], ['00678', 2, [36, 81]], ['00794', 1, [13]], ['00616', 1, [25]], ['01091', 1, [139]], ['00205', 1, [23]], ['00250', 1, [101]], ['00878', 1, [22]], ['00259', 1, [32]], ['00394', 1, [12]], ['00753', 1, [26]], ['00607', 1, [124]], ['00319', 1, [80]], ['00172', 1, [27]], ['00769', 1, [66]], ['00422', 1, [19]], ['00675', 1, [53]], ['01000', 1, [34]], ['00137', 1, [54]], ['00193', 1, [92]], ['00086', 1, [15]], ['01147', 1, [32]], ['00107', 1, [16]], ['00407', 1, [53]], ['00404', 1, [28]], ['01227', 1, [55]], ['00679', 1, [26]], ['01021', 1, [34]], ['01046', 1, [35]], ['00415', 2, [3, 32]], ['00823', 1, [26]], ['00806', 1, [35]], ['00061', 1, [67]], ['00022', 1, [78]], ['00956', 1, [198]], ['00188', 1, [23]], ['00608', 1, [52]], ['00266', 2, [41, 66]], ['00845', 1, [11]], ['00369', 2, [33, 116]], ['01172', 1, [25]], ['00143', 3, [17, 55, 97]]]"
180,"[['01000', 1, [178]], ['00137', 1, [93]], ['01157', 1, [79]], ['00896', 1, [69]]]"
18000,"[['00705', 1, [62]]]"
1801,"[['00486', 1, [41]]]"
181,"[['00803', 1, [116]]]"
182,"[['00737', 1, [38]], ['00290', 4, [16, 36, 69, 93]], ['00278', 1, [25]]]"
1822,"[['00105', 1, [29]]]"
183392,"[['00625', 1, [40]]]"
1840s,"[['00073', 1, [96]]]"
1850,"[['00038', 1, [42]]]"
1857,"[['01094', 1, [15]]]"
187,"[['00584', 1, [41]]]"
19,"[['01110', 1, [61]], ['00198', 1, [13]], ['00375', 1, [59]], ['00725', 1, [95]], ['00215', 3, [63, 79, 82]], ['00150', 1, [16]], ['00211', 1, [29]], ['00660', 1, [153]], ['00512', 1, [15]], ['00728', 1, [8]], ['00414', 1, [83]], ['00753', 1, [72]], ['01129', 1, [88]], ['00104', 1, [118]], ['00193', 1, [46]], ['00275', 1, [23]], ['00989', 1, [100]], ['00611', 1, [72]], ['00051', 1, [21]], ['01125', 1, [8]], ['00246', 1, [83]], ['00676', 2, [78, 141]], ['00806', 1, [38]], ['00420', 2, [10, 35]], ['01231', 1, [34]], ['00424', 1, [92]], ['00885', 1, [85]], ['00603', 1, [14]], ['00594', 1, [32]], ['00993', 1, [112]]]"
190,"[['01227', 1, [29]]]"
1900,"[['00067', 1, [8]]]"
1905,"[['00776', 1, [34]]]"
1929,"[['00958', 1, [31]]]"
193,"[['00607', 1, [108]], ['00522', 1, [124]]]"
1930s,"[['00301', 1, [32]]]"
1938,"[['00704', 1, [13]], ['00776', 1, [35]]]"
1939,"[['00297', 1, [20]]]"
1940s,"[['00301', 1, [34]]]"
1946,"[['00855', 1, [29]]]"
194675,"[['00880', 1, [17]]]"
1950,"[['00659', 1, [28]]]"
1950s,"[['00438', 1, [44]]]"
1952,"[['00596', 1, [18]]]"
195217,"[['00432', 1, [6]]]"
1953,"[['00776', 1, [94]], ['01120', 1, [288]], ['00297', 1, [65]]]"
1954,"[['00301', 1, [42]], ['00064', 1, [27]]]"
1955,"[['01120', 1, [41]]]"
1956,"[['00783', 1, [15]], ['00661', 1, [18]], ['00078', 1, [11]]]"
1957,"[['00036', 1, [28]]]"
1958,"[['01147', 1, [10]], ['01120', 1, [44]]]"
196,"[['01100', 1, [29]]]"
1961,"[['01094', 1, [11]], ['01120', 1, [172]]]"
19611965,"[['00671', 1, [38]]]"
1962,"[['00013', 1, [17]], ['00322', 1, [47]]]"
1963,"[['00895', 1, [31]], ['00630', 1, [21]]]"
1964,"[['00879', 2, [15, 30]], ['00243', 1, [86]]]"
1965,"[['01119', 1, [10]], ['00922', 1, [74]], ['01121', 1, [81]]]"
19651971,"[['00514', 1, [15]]]"
1966,"[['00233', 1, [28]], ['00251', 1, [34]], ['00258', 3, [26, 153, 201]]]"
19661972,"[['00258', 3, [114, 144, 194]]]"
1967,"[['00251', 1, [37]], ['00392', 1, [84]], ['00596', 1, [19]]]"
1968,"[['00148', 1, [20]], ['00910', 1, [25]], ['00243', 1, [30]], ['00826', 1, [18]], ['00121', 1, [111]], ['00514', 1, [49]], ['01011', 1, [23]]]"
19681978,"[['01226', 1, [18]]]"
1969,"[['00260', 1, [29]], ['00243', 2, [31, 33]], ['00121', 1, [7]], ['01121', 1, [13]]]"
196971,"[['00073', 1, [45]]]"
197,"[['00137', 1, [126]], ['00848', 1, [53]]]"
1970,"[['00704', 1, [45]], ['00121', 1, [112]]]"
1971,"[['00013', 1, [18]], ['00121', 1, [54]], ['00163', 1, [22]], ['00238', 1, [13]], ['01094', 1, [12]]]"
1972,"[['00148', 1, [21]], ['00818', 1, [35]], ['00043', 1, [18]], ['00910', 1, [26]], ['00258', 3, [27, 111, 154]], ['00073', 1, [24]], ['00898', 1, [45]], ['00110', 1, [4]], ['00855', 1, [30]]]"
1973,"[['00043', 1, [20]], ['00152', 1, [27]], ['00809', 1, [33]], ['00177', 1, [30]], ['00411', 1, [32]], ['00086', 1, [27]], ['01147', 1, [36]], ['00238', 1, [14]], ['00628', 1, [13]], ['00267', 1, [36]]]"
1974,"[['00879', 1, [32]], ['00260', 1, [25]], ['00291', 1, [39]], ['01011', 1, [26]], ['00559', 1, [100]], ['00267', 1, [38]]]"
19741976,"[['00782', 1, [32]]]"
1975,"[['00879', 1, [17]], ['00722', 1, [19]], ['00759', 1, [25]], ['01232', 2, [44, 51]], ['00243', 2, [40, 44]], ['00291', 1, [41]], ['00659', 1, [29]], ['00826', 1, [23]]]"
1976,"[['00858', 1, [97]], ['00704', 1, [46]], ['00783', 1, [17]], ['00661', 1, [20]], ['00647', 1, [46]], ['00630', 1, [22]]]"
1977,"[['00922', 1, [75]], ['01232', 1, [52]], ['01153', 1, [8]], ['00898', 1, [8]], ['01182', 1, [6]], ['01147', 1, [37]], ['00854', 1, [45]], ['01120', 1, [100]]]"
1978,"[['01119', 1, [11]], ['01004', 1, [6]], ['01011', 1, [29]], ['01121', 1, [50]]]"
1979,"[['01091', 1, [75]]]"
1982,"[['00678', 1, [112]], ['01091', 1, [129]]]"
1985,"[['00705', 1, [37]]]"
199,"[['01162', 1, [61]], ['00108', 1, [29]]]"
19a,"[['00554', 1, [47]]]"
19f,"[['00554', 2, [46, 59]]]"
19fold,"[['00522', 1, [80]]]"
1acyl2n4nitrobenzo2oxa13diazoleaminocaproyl,"[['00621', 1, [20]]]"
1h,"[['01021', 1, [61]]]"
1hour,"[['00809', 1, [19]]]"
1sec,"[['00368', 2, [50, 55]], ['00372', 2, [24, 37]], ['00227', 1, [27]]]"
2,"[['00858', 2, [27, 85]], ['00151', 1, [19]], ['00903', 1, [49]], ['00746', 1, [90]], ['00570', 1, [15]], ['00144', 1, [111]], ['00351', 2, [25, 57]], ['00952', 2, [42, 48]], ['00458', 1, [86]], ['01210', 2, [54, 78]], ['00098', 1, [27]], ['01156', 1, [73]], ['00003', 1, [43]], ['01031', 1, [1]], ['00963', 1, [30]], ['01110', 1, [104]], ['00314', 1, [46]], ['00045', 1, [24]], ['00761', 3, [62, 65, 69]], ['00145', 1, [16]], ['01221', 3, [29, 45, 57]], ['00483', 1, [7]], ['00496', 1, [60]], ['00054', 1, [44]], ['00320', 1, [35]], ['00935', 1, [7]], ['00648', 1, [46]], ['01155', 1, [15]], ['00466', 1, [26]], ['00405', 1, [35]], ['00371', 1, [65]], ['00712', 1, [16]], ['00337', 1, [29]], ['00695', 1, [22]], ['00857', 2, [10, 27]], ['00012', 1, [51]], ['00255', 1, [2]], ['00375', 5, [49, 113, 120, 161, 167]], ['00495', 2, [80, 83]], ['00374', 4, [39, 42, 62, 109]], ['01139', 3, [52, 74, 79]], ['00922', 1, [30]], ['00225', 1, [59]], ['00308', 1, [62]], ['00367', 3, [102, 155, 162]], ['00011', 1, [70]], ['00967', 1, [8]], ['00677', 1, [92]], ['00122', 1, [87]], ['01216', 1, [52]], ['01217', 4, [46, 54, 62, 76]], ['01087', 1, [16]], ['00913', 2, [42, 47]], ['00725', 2, [94, 128]], ['01162', 1, [71]], ['01099', 3, [98, 109, 121]], ['00215', 1, [95]], ['00831', 1, [52]], ['01047', 2, [62, 135]], ['00133', 1, [43]], ['00773', 1, [23]], ['00494', 1, [8]], ['00421', 2, [93, 112]], ['00962', 2, [61, 83]], ['01213', 2, [57, 61]], ['00210', 1, [6]], ['00006', 3, [30, 71, 104]], ['00678', 1, [85]], ['00467', 1, [72]], ['00152', 1, [40]], ['00046', 1, [89]], ['00985', 1, [69]], ['00996', 1, [40]], ['00650', 1, [28]], ['00583', 1, [66]], ['00892', 3, [49, 56, 176]], ['00705', 1, [45]], ['00575', 2, [76, 78]], ['00150', 2, [23, 115]], ['00738', 1, [102]], ['01022', 2, [17, 29]], ['00451', 1, [50]], ['00511', 2, [5, 66]], ['00680', 1, [71]], ['00664', 1, [17]], ['00174', 1, [40]], ['00258', 2, [68, 106]], ['00307', 1, [55]], ['00389', 1, [43]], ['00616', 1, [23]], ['00400', 1, [40]], ['00844', 2, [118, 151]], ['01091', 1, [85]], ['00102', 1, [62]], ['00587', 1, [55]], ['00260', 3, [30, 91, 137]], ['00205', 1, [27]], ['00878', 1, [32]], ['00909', 1, [7]], ['01202', 1, [32]], ['00694', 5, [26, 63, 83, 90, 99]], ['00790', 1, [54]], ['00341', 1, [52]], ['00072', 1, [41]], ['00984', 1, [40]], ['00602', 1, [44]], ['00293', 1, [70]], ['00325', 1, [47]], ['00243', 1, [34]], ['01064', 1, [26]], ['00653', 2, [60, 112]], ['01051', 1, [85]], ['00253', 1, [96]], ['00141', 2, [32, 112]], ['01235', 1, [24]], ['00554', 1, [62]], ['00268', 1, [57]], ['00301', 1, [49]], ['00674', 1, [82]], ['00753', 2, [67, 97]], ['00607', 2, [5, 110]], ['00350', 2, [34, 48]], ['00304', 2, [58, 102]], ['00425', 1, [43]], ['00521', 3, [111, 121, 134]], ['01071', 1, [77]], ['00645', 1, [82]], ['00506', 1, [24]], ['00565', 1, [122]], ['00995', 2, [18, 53]], ['00563', 1, [135]], ['01016', 2, [101, 115]], ['00717', 1, [32]], ['00555', 1, [49]], ['00850', 2, [47, 59]], ['00622', 1, [16]], ['00203', 1, [76]], ['01059', 2, [68, 83]], ['00548', 1, [41]], ['00242', 1, [59]], ['00890', 2, [16, 37]], ['00709', 1, [46]], ['00180', 1, [21]], ['00261', 2, [79, 97]], ['00236', 2, [22, 49]], ['01039', 1, [40]], ['00528', 1, [20]], ['00272', 1, [13]], ['01177', 2, [1, 34]], ['00315', 1, [23]], ['01086', 2, [38, 67]], ['01149', 1, [54]], ['00244', 1, [146]], ['00789', 1, [12]], ['00865', 1, [52]], ['00716', 1, [29]], ['01153', 1, [13]], ['00893', 1, [6]], ['00312', 2, [62, 121]], ['00816', 1, [25]], ['00015', 1, [35]], ['00428', 1, [5]], ['01238', 1, [78]], ['00069', 1, [97]], ['00235', 2, [87, 93]], ['00019', 1, [142]], ['00256', 1, [71]], ['00245', 1, [43]], ['00048', 1, [23]], ['00578', 1, [57]], ['00001', 1, [51]], ['01209', 1, [46]], ['01171', 2, [43, 55]], ['00867', 1, [53]], ['00223', 1, [55]], ['00137', 2, [37, 71]], ['00411', 3, [24, 44, 102]], ['01188', 2, [42, 96]], ['00103', 1, [51]], ['00431', 1, [113]], ['00087', 1, [19]], ['00479', 1, [12]], ['00193', 1, [60]], ['00848', 1, [59]], ['00981', 1, [33]], ['00825', 1, [12]], ['00346', 1, [89]], ['00821', 1, [8]], ['00978', 1, [75]], ['00032', 1, [9]], ['00807', 1, [35]], ['00989', 2, [49, 64]], ['01036', 3, [17, 29, 37]], ['01223', 1, [59]], ['01090', 1, [61]], ['00107', 1, [32]], ['00598', 1, [6]], ['00520', 4, [30, 50, 52, 123]], ['00571', 1, [81]], ['00600', 2, [32, 38]], ['00754', 2, [75, 83]], ['00167', 1, [26]], ['00363', 1, [10]], ['00582', 1, [42]], ['00997', 1, [9]], ['00661', 1, [70]], ['01097', 1, [8]], ['00742', 3, [40, 89, 124]], ['00611', 1, [91]], ['00238', 1, [83]], ['00541', 4, [6, 35, 59, 83]], ['00383', 2, [36, 87]], ['00970', 1, [6]], ['00817', 1, [49]], ['00853', 1, [20]], ['00326', 1, [8]], ['01112', 3, [28, 45, 49]], ['01142', 1, [48]], ['00553', 1, [88]], ['01169', 2, [86, 90]], ['00222', 2, [15, 29]], ['00527', 4, [13, 56, 75, 88]], ['00321', 1, [4]], ['00726', 1, [85]], ['00470', 1, [46]], ['00953', 1, [44]], ['01125', 2, [57, 59]], ['00224', 2, [78, 84]], ['00899', 1, [63]], ['00706', 3, [31, 49, 70]], ['00085', 1, [47]], ['00960', 1, [45]], ['00679', 2, [12, 83]], ['00396', 1, [29]], ['01083', 1, [76]], ['00065', 1, [59]], ['00983', 1, [110]], ['00096', 1, [29]], ['01220', 1, [35]], ['00812', 1, [89]], ['01157', 1, [67]], ['00047', 3, [38, 56, 106]], ['00549', 2, [32, 46]], ['01150', 2, [33, 45]], ['00863', 2, [18, 33]], ['00626', 1, [12]], ['00505', 1, [77]], ['00573', 1, [141]], ['00702', 2, [24, 83]], ['00459', 1, [61]], ['00647', 1, [97]], ['00770', 2, [8, 21]], ['00415', 1, [42]], ['00814', 1, [36]], ['00588', 1, [156]], ['00655', 2, [62, 65]], ['00271', 1, [25]], ['00138', 1, [40]], ['00061', 1, [40]], ['00744', 3, [33, 45, 83]], ['00635', 1, [35]], ['01006', 2, [62, 117]], ['01030', 1, [49]], ['00749', 1, [80]], ['00532', 1, [22]], ['01205', 1, [65]], ['00870', 1, [61]], ['00920', 1, [53]], ['00175', 1, [13]], ['00345', 2, [52, 63]], ['00188', 1, [98]], ['01050', 1, [22]], ['00982', 1, [47]], ['00333', 1, [200]], ['00352', 1, [21]], ['01120', 1, [47]], ['00630', 1, [97]], ['00031', 1, [43]], ['01048', 2, [53, 87]], ['00544', 3, [18, 50, 53]], ['01114', 2, [3, 29]], ['01029', 1, [62]], ['00220', 1, [68]], ['00519', 1, [59]], ['00586', 1, [35]], ['00617', 1, [12]], ['00667', 3, [26, 58, 151]], ['00429', 2, [55, 63]], ['00234', 2, [100, 110]], ['00733', 1, [67]], ['00846', 1, [43]], ['00632', 2, [24, 30]], ['00864', 1, [35]], ['01159', 1, [5]], ['01187', 1, [10]], ['00696', 1, [71]], ['00743', 1, [91]], ['00745', 2, [17, 139]], ['00354', 1, [24]], ['00493', 1, [24]], ['00432', 1, [41]], ['00109', 1, [70]], ['00800', 2, [113, 120]], ['00768', 1, [23]], ['00803', 1, [130]], ['00297', 1, [54]], ['00294', 1, [29]], ['01181', 1, [15]], ['00039', 2, [55, 59]], ['00629', 2, [34, 72]], ['00628', 1, [49]], ['00684', 1, [16]], ['00747', 1, [23]], ['00232', 1, [50]], ['00993', 2, [37, 130]], ['00143', 1, [65]], ['00227', 1, [16]], ['01041', 1, [31]], ['00357', 2, [2, 39]], ['00975', 1, [56]], ['00714', 3, [46, 97, 100]], ['00267', 1, [29]], ['00347', 1, [37]]]"
20,"[['00720', 1, [21]], ['00597', 1, [11]], ['00804', 1, [137]], ['00362', 1, [53]], ['00922', 2, [61, 83]], ['00462', 1, [10]], ['00478', 1, [21]], ['00725', 1, [58]], ['00152', 1, [62]], ['00089', 1, [16]], ['00649', 1, [15]], ['00686', 1, [8]], ['00307', 2, [200, 203]], ['00660', 1, [83]], ['00844', 1, [143]], ['01091', 1, [100]], ['00102', 1, [55]], ['01200', 3, [60, 74, 93]], ['00523', 1, [57]], ['01202', 1, [119]], ['00253', 1, [42]], ['00554', 1, [53]], ['00607', 1, [141]], ['00784', 1, [10]], ['00195', 1, [46]], ['01174', 1, [24]], ['00502', 1, [51]], ['00029', 1, [36]], ['01039', 1, [34]], ['00525', 1, [26]], ['01149', 1, [27]], ['00591', 1, [55]], ['00856', 1, [10]], ['00546', 1, [26]], ['01129', 3, [23, 25, 36]], ['00185', 2, [20, 69]], ['00372', 1, [89]], ['01146', 1, [76]], ['01188', 1, [89]], ['00488', 1, [29]], ['00815', 1, [33]], ['00036', 1, [122]], ['00978', 1, [68]], ['00598', 1, [25]], ['00600', 1, [17]], ['00464', 1, [15]], ['00961', 1, [38]], ['01014', 1, [46]], ['00742', 1, [183]], ['00051', 1, [53]], ['00383', 1, [12]], ['00380', 1, [49]], ['01002', 1, [41]], ['00290', 1, [38]], ['01220', 1, [49]], ['01150', 1, [39]], ['00915', 1, [28]], ['00533', 1, [75]], ['00108', 1, [31]], ['00870', 1, [22]], ['00956', 1, [163]], ['00188', 1, [108]], ['00630', 1, [52]], ['00544', 1, [82]], ['00550', 1, [9]], ['01023', 1, [13]], ['00559', 1, [115]], ['00907', 1, [38]], ['00234', 1, [74]], ['00745', 1, [100]], ['01140', 1, [59]], ['00357', 1, [24]]]"
200,"[['01101', 1, [39]], ['00705', 1, [21]], ['00482', 1, [49]], ['00573', 1, [107]], ['01021', 2, [16, 53]], ['01178', 1, [15]], ['00956', 1, [179]]]"
2000,"[['01217', 1, [9]], ['00392', 1, [68]], ['00452', 1, [19]], ['00717', 1, [59]], ['00069', 1, [12]], ['00795', 1, [57]], ['01187', 1, [12]]]"
200000,"[['00532', 1, [60]]]"
200fold,"[['00749', 1, [118]]]"
201,"[['00195', 1, [39]]]"
2016,"[['01120', 1, [187]]]"
202,"[['00303', 1, [60]]]"
2024,"[['00874', 1, [58]]]"
203,"[['00358', 1, [75]], ['00286', 2, [36, 62]], ['00147', 1, [38]], ['00919', 1, [43]]]"
2030,"[['00533', 1, [66]]]"
2032,"[['00310', 1, [93]]]"
2035,"[['00356', 1, [59]]]"
204,"[['00661', 1, [11]], ['00290', 5, [43, 57, 70, 81, 94]], ['00870', 1, [9]], ['00278', 1, [27]]]"
205,"[['00020', 1, [22]]]"
2060,"[['01203', 1, [50]]]"
207,"[['01228', 1, [13]]]"
20x109,"[['00655', 2, [49, 66]]]"
20year,"[['00956', 1, [236]]]"
21,"[['00458', 1, [45]], ['01110', 2, [9, 114]], ['00145', 1, [17]], ['00202', 1, [13]], ['00704', 1, [49]], ['01101', 1, [54]], ['00844', 1, [115]], ['00523', 1, [53]], ['00653', 1, [14]], ['00841', 1, [58]], ['00535', 1, [95]], ['01086', 1, [19]], ['00865', 1, [16]], ['01000', 1, [147]], ['00526', 1, [18]], ['00346', 1, [17]], ['00961', 1, [44]], ['01005', 1, [17]], ['00302', 1, [57]], ['00830', 1, [51]], ['01107', 2, [15, 23]], ['00959', 1, [20]]]"
2100,"[['00259', 1, [54]]]"
21000,"[['00400', 1, [30]]]"
212,"[['00621', 1, [57]], ['00152', 1, [53]], ['01124', 1, [25]], ['00357', 1, [18]]]"
2139,"[['00795', 1, [28]]]"
215,"[['00737', 1, [59]]]"
217,"[['00137', 1, [137]], ['00742', 1, [145]]]"
21yearold,"[['00965', 1, [6]], ['01018', 1, [5]]]"
22,"[['00003', 2, [40, 48]], ['01199', 1, [46]], ['00703', 1, [35]], ['00804', 1, [25]], ['00011', 1, [41]], ['00819', 1, [81]], ['00523', 1, [62]], ['01202', 1, [127]], ['00753', 2, [20, 73]], ['00986', 1, [101]], ['00422', 1, [13]], ['00368', 1, [24]], ['00578', 1, [70]], ['00001', 1, [63]], ['00526', 1, [13]], ['00598', 1, [26]], ['00364', 1, [43]], ['01005', 1, [84]], ['01121', 1, [177]], ['00188', 1, [15]], ['00093', 2, [10, 55]], ['01120', 1, [164]], ['00760', 1, [24]], ['00369', 1, [25]]]"
221,"[['00606', 1, [115]], ['01120', 1, [197]]]"
223,"[['00820', 1, [14]], ['01120', 1, [153]]]"
22341,"[['00436', 1, [11]]]"
224,"[['00874', 1, [38]]]"
225,"[['00506', 1, [45]]]"
226,"[['00952', 1, [17]], ['01120', 1, [161]]]"
2281,"[['00544', 1, [75]]]"
229,"[['00198', 1, [8]]]"
2294,"[['00528', 1, [56]]]"
22yearold,"[['00478', 1, [8]], ['00227', 1, [7]]]"
23,"[['00248', 1, [54]], ['01119', 1, [51]], ['00466', 1, [66]], ['00229', 1, [6]], ['01206', 1, [48]], ['01213', 1, [50]], ['00288', 1, [15]], ['00417', 1, [44]], ['00179', 1, [75]], ['00986', 1, [16]], ['00978', 1, [35]], ['01014', 2, [96, 102]], ['00757', 1, [21]], ['01074', 1, [14]], ['00108', 1, [49]], ['00550', 1, [63]], ['00617', 1, [84]], ['00733', 1, [85]], ['00864', 4, [19, 37, 55, 70]], ['00800', 1, [104]], ['00584', 1, [42]]]"
231,"[['01070', 1, [70]]]"
23187,"[['00741', 1, [12]]]"
232,"[['01000', 2, [7, 39]], ['01120', 1, [190]]]"
233,"[['00660', 1, [209]], ['00536', 1, [65]]]"
234,"[['00916', 1, [18]], ['00815', 1, [74]]]"
2362,"[['01120', 1, [150]]]"
238,"[['01120', 1, [235]]]"
239,"[['00506', 1, [55]]]"
